563,0.0060339,0.0099302,2.94E-05
564,0.0061913,0.0098011,2.75E-05
565,0.0063488,0.0096665,2.57E-05
566,0.0065063,0.0095268,2.42E-05
567,0.0066637,0.0093819,2.28E-05
568,0.0068207,0.009232,2.16E-05
569,0.0069769,0.0090771,2.06E-05
570,0.0071321,0.0089174,1.96E-05
571,0.0072859,0.0087528,1.89E-05
572,0.0074383,0.0085837,1.82E-05
573,0.007589,0.0084104,1.77E-05
574,0.0077378,0.0082333,1.72E-05
575,0.0078845,0.0080525,1.68E-05
576,0.0080289,0.0078685,1.65E-05
577,0.0081707,0.0076814,1.63E-05
578,0.0083093,0.0074915,1.60E-05
579,0.0084443,0.0072987,1.57E-05
580,0.0085751,0.0071033,1.54E-05
581,0.0087015,0.0069055,1.51E-05
582,0.0088231,0.0067057,1.46E-05
583,0.0089399,0.0065044,1.42E-05
584,0.0090516,0.0063021,1.36E-05
585,0.0091582,0.0060993,1.31E-05
586,0.0092591,0.0058964,1.25E-05
587,0.0093542,0.0056937,1.19E-05
588,0.0094435,0.0054917,1.13E-05
589,0.0095269,0.0052906,1.07E-05
590,0.0096046,0.005091,1.03E-05
591,0.0096765,0.0048931,1.00E-05
592,0.009742,0.0046974,9.80E-06
593,0.0098,0.0045043,9.70E-06
594,0.0098494,0.0043144,9.60E-06
595,0.0098891,0.0041283,9.40E-06
596,0.009918,0.0039465,9.10E-06
597,0.0099368,0.003769,8.70E-06
598,0.0099462,0.0035956,8.30E-06
599,0.0099472,0.0034261,7.90E-06
600,0.0099405,0.0032602,7.50E-06
601,0.0099268,0.0030979,7.10E-06
602,0.0099054,0.0029397,6.80E-06
603,0.0098752,0.0027858,6.40E-06
604,0.0098355,0.0026369,6.00E-06
605,0.0097852,0.0024933,5.60E-06
606,0.0097238,0.0023553,5.10E-06
607,0.0096519,0.0022229,4.60E-06
608,0.0095705,0.0020958,4.10E-06
609,0.0094805,0.0019739,3.60E-06
610,0.0093828,0.0018572,3.20E-06
611,0.0092776,0.0017455,2.90E-06
612,0.009165,0.0016389,2.60E-06
613,0.0090448,0.0015372,2.50E-06
614,0.0089172,0.0014404,2.40E-06
615,0.0087819,0.0013484,2.20E-06
616,0.0086396,0.001261,2.10E-06
617,0.0084904,0.0011783,2.10E-06
618,0.0083337,0.0010998,2.00E-06
619,0.0081692,0.0010253,1.90E-06
620,0.0079963,0.0009547,1.80E-06
621,0.0078151,0.0008876,1.60E-06
622,0.0076266,0.0008241,1.50E-06
623,0.0074323,0.0007641,1.30E-06
624,0.0072336,0.0007075,1.10E-06
625,0.0070319,0.0006544,9.00E-07
626,0.0068278,0.0006045,8.00E-07
627,0.0066219,0.0005578,7.00E-07
628,0.0064162,0.0005141,6.00E-07
629,0.0062122,0.0004733,5.00E-07
630,0.0060119,0.0004351,5.00E-07
631,0.0058164,0.0003996,4.00E-07
632,0.0056255,0.0003666,4.00E-07
633,0.0054382,0.0003359,3.00E-07
634,0.0052538,0.0003074,3.00E-07
635,0.0050713,0.0002809,3.00E-07
636,0.0048907,0.0002562,3.00E-07
637,0.0047124,0.0002334,2.00E-07
638,0.0045364,0.0002123,2.00E-07
639,0.0043628,0.0001928,2.00E-07
640,0.0041916,0.0001747,2.00E-07
641,0.0040228,0.0001581,2.00E-07
642,0.0038566,0.0001428,2.00E-07
643,0.0036932,0.0001287,1.00E-07
644,0.0035331,0.0001159,1.00E-07
645,0.0033765,0.0001043,1.00E-07
646,0.0032236,9.38E-05,1.00E-07
647,0.0030744,8.43E-05,1.00E-07
648,0.0029294,7.57E-05,0
649,0.0027888,6.80E-05,0
650,0.0026531,6.10E-05,0
651,0.0025225,5.46E-05,0
652,0.0023969,4.88E-05,0
653,0.0022759,4.36E-05,0
654,0.0021592,3.89E-05,0
655,0.0020467,3.46E-05,0
656,0.0019381,3.08E-05,0
657,0.0018335,2.74E-05,0
658,0.0017329,2.43E-05,0
659,0.0016362,2.16E-05,0
660,0.0015432,1.92E-05,0
661,0.001454,1.70E-05,0
662,0.0013685,1.52E-05,0
663,0.0012867,1.35E-05,0
664,0.0012086,1.21E-05,0
665,0.0011342,1.07E-05,0
666,0.0010635,9.50E-06,0
667,0.0009963,8.40E-06,0
668,0.0009329,7.50E-06,0
669,0.0008734,6.60E-06,0
670,0.0008179,5.80E-06,0
671,0.0007665,5.10E-06,0
672,0.0007188,4.50E-06,0
673,0.0006745,4.00E-06,0
674,0.0006334,3.50E-06,0
675,0.0005952,3.10E-06,0
676,0.0005597,2.70E-06,0
677,0.0005267,2.30E-06,0
678,0.0004957,2.00E-06,0
679,0.0004662,1.70E-06,0
680,0.0004377,1.50E-06,0
681,0.0004097,1.20E-06,0
682,0.0003825,1.00E-06,0
683,0.0003563,8.00E-07,0
684,0.0003313,7.00E-07,0
685,0.0003079,5.00E-07,0
686,0.000286,4.00E-07,0
687,0.0002656,3.00E-07,0
688,0.0002465,3.00E-07,0
689,0.0002288,2.00E-07,0
690,0.0002124,2.00E-07,0
691,0.0001973,1.00E-07,0
692,0.0001834,1.00E-07,0
693,0.0001707,1.00E-07,0
694,0.000159,1.00E-07,0
695,0.0001482,0,0
696,0.0001384,0,0
697,0.0001294,0,0
698,0.0001212,0,0
699,0.0001135,0,0
700,0.0001063,0,0
701,9.95E-05,0,0
702,9.30E-05,0,0
703,8.69E-05,0,0
704,8.12E-05,0,0
705,7.59E-05,0,0
706,7.10E-05,0,0
707,6.63E-05,0,0
708,6.20E-05,0,0
709,5.80E-05,0,0
710,5.42E-05,0,0
711,5.06E-05,0,0
712,4.73E-05,0,0
713,4.41E-05,0,0
714,4.12E-05,0,0
715,3.85E-05,0,0
716,3.59E-05,0,0
717,3.35E-05,0,0
718,3.12E-05,0,0
719,2.91E-05,0,0
720,2.71E-05,0,0
721,2.53E-05,0,0
722,2.36E-05,0,0
723,2.20E-05,0,0
724,2.06E-05,0,0
725,1.92E-05,0,0
726,1.79E-05,0,0
727,1.67E-05,0,0
728,1.55E-05,0,0
729,1.45E-05,0,0
730,1.35E-05,0,0
731,1.25E-05,0,0
732,1.17E-05,0,0
733,1.08E-05,0,0
734,1.01E-05,0,0
735,9.40E-06,0,0
736,8.70E-06,0,0
737,8.10E-06,0,0
738,7.50E-06,0,0
739,7.00E-06,0,0
740,6.50E-06,0,0
741,6.00E-06,0,0
742,5.60E-06,0,0
743,5.20E-06,0,0
744,4.80E-06,0,0
745,4.50E-06,0,0
746,4.10E-06,0,0
747,3.90E-06,0,0
748,3.60E-06,0,0
749,3.30E-06,0,0
750,3.10E-06,0,0
751,2.90E-06,0,0
752,2.70E-06,0,0
753,2.50E-06,0,0
754,2.40E-06,0,0
755,2.20E-06,0,0
756,2.10E-06,0,0
757,1.90E-06,0,0
758,1.80E-06,0,0
759,1.70E-06,0,0
760,1.60E-06,0,0
761,1.50E-06,0,0
762,1.40E-06,0,0
763,1.30E-06,0,0
764,1.20E-06,0,0
765,1.10E-06,0,0
766,1.00E-06,0,0
767,1.00E-06,0,0
768,9.00E-07,0,0
769,8.00E-07,0,0
770,8.00E-07,0,0
771,7.00E-07,0,0
772,7.00E-07,0,0
773,6.00E-07,0,0
774,6.00E-07,0,0
775,5.00E-07,0,0
776,5.00E-07,0,0
777,5.00E-07,0,0
778,4.00E-07,0,0
779,4.00E-07,0,0
780,4.00E-07,0,0
781,4.00E-07,0,0
782,3.00E-07,0,0
783,3.00E-07,0,0
784,3.00E-07,0,0
785,3.00E-07,0,0
786,3.00E-07,0,0
787,2.00E-07,0,0
788,2.00E-07,0,0
789,2.00E-07,0,0
790,2.00E-07,0,0
791,2.00E-07,0,0
792,2.00E-07,0,0
793,2.00E-07,0,0
794,1.00E-07,0,0
795,1.00E-07,0,0
796,1.00E-07,0,0
797,1.00E-07,0,0
798,1.00E-07,0,0
799,1.00E-07,0,0
800,1.00E-07,0,0
801,1.00E-07,0,0
802,1.00E-07,0,0
803,1.00E-07,0,0
804,1.00E-07,0,0
805,1.00E-07,0,0
806,1.00E-07,0,0
807,1.00E-07,0,0
808,1.00E-07,0,0
809,1.00E-07,0,0
810,0,0,0
811,0,0,0
812,0,0,0
813,0,0,0
814,0,0,0
815,0,0,0
816,0,0,0
817,0,0,0
818,0,0,0
819,0,0,0
820,0,0,0
821,0,0,0
822,0,0,0
823,0,0,0
824,0,0,0
825,0,0,0
826,0,0,0
827,0,0,0
828,0,0,0
829,0,0,0
830,0,0,0
